"selection2_name","selection2_selection3","selection2_selection3_url","InStock"
"SARCCH Light Bulb Camera,Dome Surveillance Camera 1080P 2.4GHz WiFi 360 Degree Wireless Security IP Panoramic,with IR Motion Detection, Night Vision, Alarm, for Home, Office, Baby, Pet Monitor","$38.99","https://www.amazon.com/SARCCH-Surveillance-Wireless-Panoramic-Detection/dp/B081D65CMV/ref=sr_1_227?keywords=smart+light&qid=1581477838&sr=8-227","In Stock."
"Smart Dimmer Switch, Acenx Wifi Wall Light Dimmer Switch Compatible with Alexa &Google Home, Single Pole Only, Wireless Dim Switch for Dimmable LED Light with Smart Life APP, NEUTRAL REQUIRED [2 pack]","$29.99","https://www.amazon.com/Dimmer-Switch-Compatible-Wireless-Dimmable/dp/B07V26Q3VD/ref=sr_1_228?keywords=smart+light&qid=1581477838&sr=8-228","In Stock."
"Nexlux LED Strip Lights, WiFi Wireless Smart Phone Controlled 16.4ft Waterproof Light Strip LED Kit 5050 LED Lights,Working with Android and iOS System,Alexa, Google Assistant","$29.99","https://www.amazon.com/Nexlux-Wireless-Controlled-Working-Assistant/dp/B072DXFKRH/ref=sr_1_229?keywords=smart+light&qid=1581477838&sr=8-229","In Stock."
"AISIRER Smart Light Bulb WiFi LED Light Bulbs 9W 806LM Compatible with Amazon Alexa Echo Dot Google Home Assistant and IFTTT E26 Dimmable Warm Light 2700K No Hub Required A19 (4 Pack)","$41.99","https://www.amazon.com/Compatible-Assistant-Equivalent-Dimmable-AISIRER/dp/B07RHMQ2DD/ref=sr_1_230?keywords=smart+light&qid=1581477838&sr=8-230","In Stock."
"LE Color Changing Light Bulbs with Remote, Dimmable LED Light Bulb, E26 Screw Base, RGB & Soft Warm White, 40 Watt Equivalent, 16 Color Choices for Home Decor, Stage, Party and More, Pack of 2","$18.99","https://www.amazon.com/Incandescent-Equivalent-Dimmable-Changing-Control/dp/B00VWJPSPK/ref=sr_1_231?keywords=smart+light&qid=1581477838&sr=8-231","In Stock."
"Sengled Smart Light Bulb, Daylight Extra Bright A19 Smart Light Bulb, Smart Hub Required, 5000K 100W Equivalent, Smart Bulb That Compatible with Alexa, Google Assistant & SmartThings, 2 Pack","$44.99","https://www.amazon.com/Sengled-Equivalent-Compatible-Assistant-SmartThings/dp/B083JS7RMP/ref=sr_1_232?keywords=smart+light&qid=1581477838&sr=8-232","In Stock."
"Geeni LUX 800 Smart Wi-Fi LED Dimmable White Light Bulbs (2700K), 3-Pack – A19, 60-Watt Equivalent – No Hub Required – Works with Amazon Alexa, Google Assistant, Microsoft Cortana","$44.99","https://www.amazon.com/Geeni-Bulb-Soft-Dimmable-Assistant-Microsoft/dp/B07FL7F4K8/ref=sr_1_233?keywords=smart+light&qid=1581477838&sr=8-233","In Stock."
"Sengled Smart LED Daylight Extra Bright A19 Light Bulb, Hub Required, 5000K 100W Equivalent, Works with Alexa, Google Assistant & SmartThings, 1 Pack","$24.99","https://www.amazon.com/Sengled-Daylight-Equivalent-Assistant-SmartThings/dp/B07QDVC69G/ref=sr_1_234?keywords=smart+light&qid=1581477838&sr=8-234","In Stock."
"GE 46202 Enbrighten Z-Wave Plus Smart Light Switch with QuickFit and SimpleWire, Works with Alexa, Google Assistant, Zwave Hub Required, Repeater/Range Extender, 3-Way 2nd Gen. Toggle, White 1-pack","$44.99","https://www.amazon.com/GE-Enbrighten-SimpleWire-SmartThings-46202/dp/B07RQ8NWXS/ref=sr_1_235?keywords=smart+light&qid=1581477838&sr=8-235","In Stock."
"SYLVANIA General Lighting 74768 SYLVANIA SMART (Formerly LIGHTIFY) On/Off/Dim LED Light Bulb, 60W Equivalent A19, 10 Year, Works with Amazon Alexa, SmartThings and Wink (4 Pack), Soft White, 4 Piece","$16.99","https://www.amazon.com/Sylvania-Smart-Home-74768-SmartThings/dp/B07576J38L/ref=sr_1_236?keywords=smart+light&qid=1581477838&sr=8-236","In Stock."
"Barrina Smart Light Bulb Works with Alexa, Siri, Echo, Google Home and IFTTT (No Hub Required), 9W 2.4G E26, Dimmable, WiFi Multicolor Light Bulb, 2800K to 6500K, RGB, Smart LED Bulb (6 Pack)","$49.99","https://www.amazon.com/Barrina-Changing-Compatible-Assistant-Required/dp/B07SPJJ2CM/ref=sr_1_237?keywords=smart+light&qid=1581477838&sr=8-237","In Stock."
"Lutron Caseta Smart Home Dimmer Switch and Pico Remote Kit, Works with Alexa, Apple HomeKit, and the Google Assistant | P-PKG1WB-WH | White","$64.95","https://www.amazon.com/Lutron-P-PKG1WB-WH-Caseta-Wireless-Dimmer/dp/B07HM6L48C/ref=sr_1_238?keywords=smart+light&qid=1581477838&sr=8-238","In Stock."
"LOHAS LED Smart Candelabra E12 Base Bulbs, A19 Dimmable 60W Equivalent LED Bulb, WiFi RGB Multicolor Candle Light, 810LM Chandelier Lighting for Ceiling Fan, Works with Alexa, Google Home,Siri,2 Pack","$22.99","https://www.amazon.com/LOHAS-LED-Candelabra-Equivalent-Multicolor/dp/B07Y4YDCLG/ref=sr_1_239?keywords=smart+light&qid=1581477838&sr=8-239","In Stock."
"Smart Switch Alexa Wifi Light Switch 3 Gang …","$57.99","https://www.amazon.com/Smart-Switch-Alexa-Wifi-Light/dp/B07YFMBYX7/ref=sr_1_240?keywords=smart+light&qid=1581477838&sr=8-240","In Stock."
